phonemes,ground_truth,prediction
ftɛdɨ jɛʃtʃɛ mɔʒna bɛz vɨɕiwku zavrutɕitɕ,Wtedy jeszcze można bez wysiłku zawrócić.,Wtedy jeszcze można bez wysiłku zawrócić.
staɕɛɡ ɡadaw ftɕɔ̃ʃ s tsawɔ̃ surɔvɔɕtɕɔ̃,Stasiek gadał wciąż z całą surowością.,Staśek gadał wciąż z całą surową.
kulavɨx nam ɲʲɛ tʃɛba,Kulawych nam nie trzeba!,Kulawych nam nie trzeba.
tɔkata tsɛdur pɔʃwa ɲʲɛspɔdʑɛ vaɲʲɛ watfɔ tsawujɛ tsɔdʑɛnɲʲɛ adaɡjɔ na dɔbranɔts,Toccata C-dur poszła niespodzie wanie łatwo; całuję codziennie adagio na dobranoc.,"Toteka procedur poszła niespodzie wane łatwo, całuje codziennie agachjo na dobranoc."
tɨmtʃasɛm pɔtɕɔŋk ruʃɨw w dalʃɔ̃ drɔɡɛ,Tymczasem pociąg ruszył w dalszą drogę.,Tymczasem pociąg ruszył w dalszą drogę.
ubraw ɕɛ i vɨbjɛɡw,Ubrał się i wybiegł.,Ubrał się i wybiegł.
tɔ jɛst ɲʲɛnɔrmalnɛ,To jest nienormalne.,To jest nierealne
panna karɔlina urɔtʃɨɕtɕɛ pʃɨɕɛŋɡwa pɔdnɔʃɔndʑ dva paltsɛ,Panna Karolina uroczyście przysięgła podnosząc dwa palce.,Panna Karolina uroczystość przysięgła podnosząc dwa palce.
na ulitsɨ ulɛva,Na ulicy ulewa.,Na ulicy ulewa.
ɡdɨbɨ ktɔʑ zapɨtaw mɲʲɛ tʃɨ jɛstɛm patrjɔtɔ̃ lɔkalnɨm ɔtpɔvʲɛdʑawbɨm ʒɛ tak,"Gdyby ktoś zapytał mnie, czy jestem patriotą lokalnym, odpowiedziałbym, że tak.","Gdyby ktoś zapytał mnie, czy jestem patrją lokalnym, odpowiedziałbym, że tak"
ʒrɛtɕ ilɛ vlɛʑɛ i spatɕ xɔdʑbɨ tsɔ xfila ɲits tɔ,"Żreć, ile wlezie, i spać, choćby co chwila — nic to.","Rzecz ile wiele i spać chodźby, co chwila nic to."
ɲikt ɲits ɲʲɛ rɔzumjaw kaʒdɨ tʃɛkaw jutra,"Nikt nic nie rozumiał, każdy czekał jutra.","Nikt nic nie rozumieł, każdy czekał jutra."
ʒutsatɕ im pʃɛznatʃɛɲʲa kturɨx trɛɕtɕɔ̃ bɨwbɨ tʃɨstɨ pʃɨpadɛk,"Rzucać im przeznaczenia, których treścią byłby czysty przypadek?","Żadź im przeznaczenia, których treścią byłby czysty przypadek"
pʃɛt xfilɔ̃ ʒɔna tɛras mɔ̃ʃ,"Przed chwilą żona, teraz mąż.",Przed chwilą żona teraz mąż.
maʒɛna zatʃɨmawa ɕɛ kilka mɛtruf ftʃɛɕɲʲɛj i patʃɨwa w dal,Marzena zatrzymała się kilka metrów wcześniej i patrzyła w dal.,Marzęna zatrzymała się kilka metrów wcześniej i patrzała w dal.
dɔ ɡardwa mɔʒna mu zajʒɛtɕ,Do gardła można mu zajrzeć.,Do gardła można mu zajrzeć.
mʲastɔ jɛst tɕɛmnɛ zatɕɛmɲʲɔnɛ,"Miasto jest ciemne, zaciemnione.",Miasto jest ciemne zaciemnione.
lɛtʃ uɕmʲɛɣ zɡubʲiw ɡɔ,Lecz uśmiech zgubił go.,Lecz uśmiech zgubił go.
ɲʲɛvʲɛm ɲits ɲʲɛvʲɛm pɔftuʒɨw parɛ razɨ,"Nie wiem, nic nie wiem — powtórzył parę razy.",Nie wiem nic nie wiem powtórzył parę razy.
ɛla patʃɨwa na ɲʲɛɡɔː i ɲits ɲʲɛ muviwa,Ela patrzyła na niego i nic nie mówiła.,Estera patrzyła na niego i nic nie mówiła.
i ʑli sɔ̃ ʒɛ ɲʲɛ swuxamɨ,"I źli są, że nie słuchamy.","I źli są, że nie słuchamy."
tɔ jɛst ɕmʲɛrtɕ,To jest śmierć!,To jest śmierć.
ɲʲɛx rɔzɲʲɛɕɛ tɔ fʃɨstkɔ mɲʲɛ tɛʃ,Niech rozniesie to wszystko mnie też.,Niech rozniesie to wszystko mnie też.
tam ja jɛxatɕ ɲʲɛ mɔɡɛ vidʑitɕɛ bɔ bɨw taki vɨpadɛk,"Tam ja jechać nie mogę, widzicie, bo był taki wypadek…","Tam ja jechać nie mogę widzieć, bo był taki wypadek."
dʑivnɨ tɔ bɨw mɔst,Dziwny to był most!,Dziwny to był moment.
pɔla zwapawa ɛmila za rɛŋkɛ tsɔɕ tɕi muʃɛ pɔvʲɛdʑɛtɕ,Pola złapała Emila za rękę: — Coś ci muszę powiedzieć.,Poli załapała Emila za rękę coś ci muszę powiedzieć.
lɔs tʃɨli ɲʲɛ pʃɨxɔdʑi ku nam mimɔ naʃɛj vɔli,Los czyli nie przychodzi ku nam mimo naszej woli?,Los czyli nie przychodzi ku nam mimo naszej woli.
pɔdɛʃli dɔ ɲʲɛj i pɔtʃuli ɔbaj ɔstrɨ za pax jaki vɨdʑɛla pɔdɲʲɛtsɔna kɔbjɛta,"Podeszli do niej i poczuli obaj ostry za pach, jaki wydziela podniecona kobieta.","Podeszli do niej i poczuli obraz ostry zapach, jaki wydala podniecona kobieta."
alɛ vrutɕmɨ ɕɛ dɔ ʒɛtʃɨ,Ale wróćmy się do rzeczy.,Ale wróćmy się do rzeczy.
ɲikwɛ ɕfʲatwɔ rɔzjaɕɲiwɔː izbɛ ɲʲɛ bɨwɔ ɲikɔɡɔ,Nikłe światło rozjaśniło izbę: nie było nikogo.,Niłe światło rozjaśniło Izbę nie było nikogo.
f takʲɛj xfili paɕɛtɕɛ ɕɛ zavɔwaw mwɔdɨ muw,W takiej chwili pasiecie się? — zawołał młody muł.,W takiej chwili pacie się zawołał młody mógł.
ɔ fpuw dɔ druɡʲɛj nat ranɛm pɔswɨʃawɛm naɡlɛ ʃum vɔdɨ natxɔdʑiwa fala pɔvɔdʑi,"O wpół do drugiej nad ranem posłyszałem nagle szum wody, nadchodziła fala powodzi.",O wpół do drugiej nad ranem posłyszałem nagle szum wody nadchodziła fala powodzi.
i dɔrɔɕli i dʑɛtɕi,"I dorośli, i dzieci.",I dorośli i dzieci.
a jɛdnak ɕɛ spuʑɲiliɕmɨ,A jednak się spóźniliśmy.,A jednak się spóźniliśmy
tʃɨʑ zrɔzumjaw mɔjɛ swɔva,Czyś zrozumiał moje słowa?,Czyś zrozumiał moje słowa?
paltsɛ jɛɡɔ fpiwɨ ɕɛ w mɔjɛ ramjɛ,Palce jego wpiły się w moje ramię.,Palce jego wpiły się w moje ramie.
pamjɛntaj ʒɛ ɲʲɛzalɛʒɲʲɛ ɔt tɛɡɔ kim bɨwɛʑ zafʃɛ mɔʒɛʃ ɕɛ zmʲɛɲitɕ,"Pamiętaj, że niezależnie od tego kim byłeś, zawsze możesz się zmienić.","Pamiętaj, że niezależnie od tego, kim byłeś zawsze możesz się zmienić"
a tsɔ tam swɨxatɕ u sɔ̃ɕaduf,A co tam słychać u sąsiadów?,A co tam słyszać u sąsiadów?
zatʃɔw pɔruʃatɕ ɕɛ ɲʲɛspɔkɔjɲʲɛ na wuʃku,Zaczął poruszać się niespokojnie na łóżku.,Zaczął poruszać się niespokojnie na łóżku.
mixaɕu pɔvʲɛts mi tsɔ ɕɛ zɛmnɔ̃ dʑɛjɛ,"Michasiu, powiedz mi, co się ze mną dzieje?","Musiaciu powiedz mi, co się ze mną dziewczynę."
tɛn mawɨ nɔvɨ vʲɛ̃ʑɛɲ,Ten mały nowy więzień.,Ten mały nowy więzień.
zabrali trɔn zabrali kɔrɔnɛ a tɛras xtɕɛli i mɲʲɛ zrabɔvatɕ,"Zabrali tron, zabrali koronę, a teraz chcieli i mnie zrabować.","zabrali Tron zabrali koronę, a teraz chcieli i mnie zrabuwać."
xtsɛ pɔznatɕ ɕɛ vʲɛdʑɛdʑ z ɡurɨ jakʲɛ,"Chcę poznać się, wiedzieć z góry jakie.",Chcę poznać się wiedzieć z góry jakie?
fʃɛɲdʑɛ dɔskɔnawɛ ɔpfitɛ pastfiska,"Wszędzie doskonałe, obfite pastwiska.",Wreszcie doskonałe opfie paskapia.
pɔʒar ɲʲɛ jɛst navɛd zabavɔ̃,Pożar nie jest nawet zabawą.,Pożar nie jest nawet zabawą.
mruknɔw nɔ tɔ tsɔ ftɛdɨ ɔna tɛʃ pɔtʃɛrvʲɛɲʲawa i pʃɛstawa muvitɕ,"Mruknął: — No, to co? Wtedy ona też poczerwieniała i przestała mówić.","Mruknął no to, co wtedy ona też potrzebiała i przestała mówić."
varʃava jɛst pʲɛŋknɨm mʲastɛm,Warszawa jest pięknym miastem.,Warzawana jest pięknym miastem.
taɡ bɨwɔ zafʃɛ,Tak było zawsze.,Tak było zawsze.
mam ɕɛ naxɨlitɕ spɨtaw pɔkɔrɲʲɛ,Mam się nachylić? — spytał pokornie.,"Mam się nachylić, spytał pokojnie."
vzruʃɨw ramjɔnami,Wzruszył ramionami.,Wzruszył ramionami.
bɔ tɔ lixɔ pʃɛtɕɛʃ ɲʲɛjɛ ɲʲɛ pijɛ tɨlkɔ vɨɕmʲɛvaɲʲɛm ʒɨjɛ,"Bo to licho przecież nie je, nie pije, tylko wyśmiewaniem żyje.",Bo to licho przecież nie pije tylko wyśmiewaniem żyje.
bardʑɔ vɨsɔkɔː ubɛspʲɛtʃɔnɨ,Bardzo wysoko ubezpieczony!,Bardzo wysoko ubezpieczony
ɲʲɛx ɕɛ ɕmʲɛjɔ̃,Niech się śmieją.,Niech się śmieją.
fxɔdʑi dɔ ʃkɔwɨ pɔttʃas lɛktsji,Wchodzi do szkoły podczas lekcji.,Wchodzi do szkoły podczas lekci.
daj ɔtpravɛ i zbɔɲtɕ kwɔpɔtu,Daj odprawę i zbądź kłopotu.,Daj odpowiednie i zbąć kłopotu.
muj mɔ̃ʃ muj mɔ̃ʒ vʒasnɛwa mu w uxɔ,Mój mąż… mój mąż! — wrzasnęła mu w ucho.,"Mój mąż mąż, mąż wrzucała mu w ucho."
ɛmil pɔvʲɛdʑaw dɔ jaŋka xɔdʑmɨ,Emil powiedział do Janka: — Chodźmy.,"Emil powiedział do jałka, chodźmy."
pɔviɲʲɛn sɔbjɛ dɔbʒɛ pɔradʑitɕ,Powinien sobie dobrze poradzić.,Powinien sobie dobrze poradzić.
uswɨʃɨʃ narɛʃtɕɛ awtɛntɨtʃnɨx ludʑi f tɨm kraju,Usłyszysz nareszcie autentycznych ludzi w tym kraju.,Usłyszysz nareszcie autentycznych ludzi w tym kraju
tɔ bɨwɔ ɲʲɛuɲikɲʲɔnɛ,To było nieuniknione.,To było nieuniknione.
tʃɨ tɔ ɲʲɛ za swɔtkʲɛ jak na vinɔ,"Czy to nie za słodkie, jak na wino?",Czy to nie za słodkie jak na wino?
i ɕpʲɛvatɕ ɕɛ ɲʲɛ fstɨdʑi i pʲɛrʃa pɔvʲɛdʑawa ʒɛ bɛɲdʑɛ taɲtʃɨwa,"I śpiewać się nie wstydzi, i pierwsza powiedziała, że będzie tańczyła.","I śpiewać się nie wstydzi i pierwsza powiedziała, że będzie tańczyła."
ʒawujɛ ʒɛ sam ɲʲɛ fpadwɛm na tɛ mɨɕl,"Żałuję, że sam nie wpadłem na tę myśl.","Żałuję, że sam nie wpadłem na tę myśl."
sɔ̃ stwɔtʃɔnɛ i ɲʲɛ majɔ̃ tla,Są stłoczone i nie mają tla.,Są stłumione i nie mają palcę.
skɔndʒɛ tɔ naɡwɛ zamɨɕlɛɲʲɛ,Skądże to nagłe zamyślenie?,Skądże to nagle zamyślenie?
spɔtkaw tam aliŋkɛ tsurkɛ znanɛɡɔ lɔɡʲistɨka pʃɨjatɕɛla ɔjtsa,"Spotkał tam Alinkę, córkę znanego logistyka, przyjaciela ojca.",Spotkał tam Alinku córkę znanego logika przyjaciela ojca.
vʲɛlkʲɛ radɔɕtɕi i vʲɛlkʲɛ smutki,Wielkie radości i wielkie smutki.,Wielkie radości i wielkie smutki.
zdaʒɛɲʲɛ kturɛ mʲawɔ mʲɛjstsɛ rɔk tɛmu,"Zdarzenie, które miało miejsce rok temu.","Zdaje, które miało miejsce rok temu."
jɛʃtʃɛ ras ɔt pɔtʃɔntku pɔftuʒɨw tɕiʃɛj,Jeszcze raz od początku… — powtórzył ciszej.,Jeszcze raz od początku powtórzył ciszej.
plaʒɛ nad bawtɨkʲɛm latɛm sɔ̃ pɛwnɛ pɔlakuf,Plaże nad Bałtykiem latem są pełne Polaków.,plaże nad bawykiem latem są pełne pokładów
tsɔ rɔbʲiwa f tɛj xfili xɛla,Co robiła w tej chwili Hela?,Co robiła w tej chwili Henrya?
vaʒnɛ jɛzd bɨ tʃɛ̃stɔ navadɲʲatɕ ɔrɡaɲizm,Ważne jest by często nawadniać organizm.,"Ważne jest, by często nabijać organizm"
rɔzumjɛm ʒɛɡw z zaxfɨtɛm tʃujɔndʑ ʒɛ ɔtuxa fstɛmpujɛ mu dɔ duʃɨ,"Rozumiem! — rzekł z zachwytem, czując, że otucha wstępuje mu do duszy.","Rozumiem, że gł z zachwytem, czuwając, że oducha wstępuje mu do duszy."
bɨwɔ tɔ pɔttʃas ɔbjadu,Było to podczas obiadu.,Było to podczas obiadu.
ɲiɡdɨ vʲɛntsɛj,Nigdy więcej.,Nigdy więcej.
mʲɛʃkaɲʲɛ pavwa,Mieszkanie Pawła.,Miejsce pałowa.
pɔpatʃɨwa lɛkkɔ pɔdnɔʃɔndʑ brvi,"Popatrzyła, lekko podnosząc brwi.",Popatrzyła lekko podnosząc brzwi.
ɛmil jɛst jaɡ dʑɛtskɔ,Emil jest jak dziecko.,Emil jest jak dziecko.
xɨba ʒɛ tɛɡɔ ɲʲɛ rɔzumjɛ,"Chyba, że tego nie rozumie.","Chhyba, że tego nie rozumie."
i jɛʃtʃɛ jɛdnɔ,I jeszcze jedno.,I jeszcze jedno.
ftɛdɨ pɔstanɔviw zaatakɔvadʑ ɡɔ fprɔst,Wtedy postanowił zaatakować go wprost.,Wtedy postanowił zaatakować go wprost.
nɛrvʲɛ i muzɡu i sɛrtsɛ ɕfʲata,Nerwie i mózgu i serce świata!,Nelwie i muzgu i serce świata.
tsuʃ waskavɨ pan mɔʒɛ jɛj pʃɛtɕifstavitɕ,Cóż łaskawy pan może jej przeciwstawić?,Cóż łaskawy pan może jej przeciwstawić?
xtsɛʃ ɕɛ ɕtɕiɡatɕ s tramvajɛm,Chcesz się ścigać z tramwajem?,Chcesz się ścigać z tramwajem?
bɔiʃ ɕɛ ʒɛ f pɛvnɨm mɔmɛɲtɕɛ ɲʲɛ bɛɲdʑɛʒ vʲɛdʑawa ɡdʑɛ ɕɛ znajdujɛʃ,"Boisz się, że w pewnym momencie nie będziesz wiedziała, gdzie się znajdujesz.","Boisz się, że w pewnym momencie nie będziesz wiedziała, gdzie się znajdujesz."
tak tɔ jɛdnak ʃtʃɛɡulnɛ,"Tak, to jednak szczególne.",Tak to jednak szczególne
nɔ ta tɔ ɕɛ bɛɲdʑɛ zwɔɕtɕitɕ jak mɲʲɛ zɔbatʃɨ,"No, ta to się będzie złościć, jak mnie zobaczy.","No, ta to się będzie złocić, jak mnie zobaczy."
alɛ tʃɨ mɔʒna bɨwɔ taɡ zaras ɔt razu,"Ale czy można było tak zaraz, od razu?",Ale czy można było tak zaraz od razu?
pɔtɕɔŋk pɔtʃɔw raptɔvɲʲɛ zvalɲʲatɕ,Pociąg począł raptownie zwalniać…,Pociąg począł raptownie zwalczać.
pisali dɔ ɕɛbjɛ listɨ pɔtʃɔ̃fʃɨ ɔt tʃɛtɕɛɡɔ mʲɛɕɔntsa znajɔmɔɕtɕi,"Pisali do siebie listy, począwszy od trzeciego miesiąca znajomości.",Pisali do siebie listy począwszy od czego mięsąca znajomości.
zapɨtɨvana ɔtɔ ɔtpɔvʲadawa vɨmijajɔntsɔ,"Zapytywana o to, odpowiadała wymijająco.",Zapytana o to odpowiadała wymieniająco.
vɨʒarwa vɨznaw z vɛstxɲʲɛɲʲɛm jɛdnɔrɛŋki,Wyżarła — wyznał z westchnieniem jednoręki.,Wyżarła wyznał z westchnięciem jednostki.
bardʑɔ xtɕawɛm vʑɔɲtɕ wutkɛ i sprubɔvatɕ tʃɨ bɛndɛ muɡw vʲɔswɔvatɕ,"Bardzo chciałem wziąć łódkę i spróbować, czy będę mógł wiosłować.","Bardzo chciałem wziąć łódkę i spróbować, czy będę mógł wziąć."
tʃɛɲʑdʑ zɡʲinɛwa w bɔju tʃɛɲɕtɕ ɕɛdʑi w ɔbɔʑɛ dla jɛɲtsuf,"Część zginęła w boju, część siedzi w obozie dla jeńców.",Część zginęła w boju część siedzi w obowiązie dla jeńców.
a mɨ ɲʲɛstɛtɨ ɲʲɛ mɔʒɛmɨ tʃuvatɕ nadɲim w ɔvɨx xfilax,"A my, niestety, nie możemy czuwać nad nim w owych chwilach.",A my niestety nie możemy czuwać nad nim w owych chwilach
prɔvadʑiliɕmɨ jɛ za uzdɨ,Prowadziliśmy je za uzdy.,Prowadziły je za uzdy.
mwɨnaʃ pɔʃɛd dɔ pɔkɔju alɛ zɔstaviw ɔtfɔrɛm dʒvi dɔ ɕɛɲi,"Młynarz poszedł do pokoju, ale zostawił otworem drzwi do sieni.","Młynarz poszedł do pokoju, ale zostawił otworem drzwi do sieni."
tɕɔŋɡwɛ ʃɨtɕɛ tɕɛɲtɕɛ mʲɛʒɛɲʲɛ i znɔvu ʃɨtɕɛ,"Ciągłe szycie, cięcie, mierzenie i znowu szycie.",Ciągłe życie cięcie miężenie i znowu życie.
dʑiɕaj mamɨ bɨtɕ tam,Dzisiaj mamy być tam.,Dzisiaj mamy być tam
pɔtar rɛŋkɔ̃ rɔspalɔnɛ tʃɔwɔ nɔvɨ drɛʒdʒ ɡɔ pʃɛlɛtɕaw,"Potarł ręką rozpalone czoło, nowy dreszcz go przeleciał.",Potar ręką rozpalione czoło nowy dreszcz go przeleciał.
pɔjavja ɕɛ pɛjzaʒ ɡurski vulkaɲitʃnɨ,"Pojawia się pejzaż górski, wulkaniczny.",Pojawia się przejaż górski wulkaniczny
axa ɔdʒɛkw pɔ xfili ɔtɔ xɔdʑi,Aha — odrzekł po chwili — o to chodzi…,"Aha! — odrzekł po chwili, o to chodzi."
f puŋktax kulminatsɨjnɨx rɔbʲiw dʲiminuɛn da tsɔ bɨwɔ jɛɡɔ nɔvɨm ɔtkrɨtɕɛm,"W punktach kulminacyjnych robił diminuen- da, co było jego nowym odkryciem.",W punkachkulminacyjnych robił diminuen da co było jego nowym odkryciem.
trudnɔ skɔɲtʃɨdʑ ɡdɨ ɕɛ zatʃɨna,"Trudno skończyć, gdy się zaczyna.","Trudno skończyć, gdy się zaczyna."
ɲʲɛ mɔʒɛtɕɛ nas tu zamknɔɲtɕ,Nie możecie nas tu zamknąć!,Nie możecie nas tu zamknąć.
tʃɨ razɨ na dʑɛɲ bɨwɛm ɕfʲatkʲɛm tsɛrɛmɔɲʲawu ablutsji,Trzy razy na dzień byłem świadkiem ceremoniału ablucji.,Czy razy na dzień byłem światkiem cesarzu alkoholu?
muʃɛ vʲɛdʑɛtɕ tɔ tʃɛɡɔ ɲʲɛ mɔɡɛ vʲɛdʑɛtɕ,"Muszę wiedzieć to, czego nie mogę wiedzieć.","Muszę wiedzieć to, czego nie mogę wiedzieć."
dʑɛftʃɨnɨ pɔʃwɨ zɔbatʃɨdʑ zaxut swɔɲtsa a ja zɔstawɛm z mawɨm,"Dziewczyny poszły zobaczyć zachód słońca, a ja zostałem z małym.","Dzieńcy poszły zobaczyć zachód słońca, a ja zostałem z małym."
zapaɣ bʲijɛ spɔt pɔdwɔɡʲi bɔ tɔ jɛst ʃtʃɨtɔva ɕtɕana,"Zapach bije spod podłogi, bo to jest szczytowa ściana.","zapach bierze sposób podłogi, bo to jest czysta ściana."
ʑarŋkɔ dɔ ʑarŋka a uzbjɛra ɕɛ mʲarka,"Ziarnko do ziarnka, a uzbiera się miarka.","ziarnko do ziarnka, a uzbiera się miasta."
tsɔ tɛraz bɛɲdʑɛ,Co teraz będzie?,Co teraz będzie?
darɛmnɛ bɨwɔbɨ uɕiwɔvaɲʲɛ spatɕ w nɔts takɔ̃,Daremne byłoby usiłowanie spać w noc taką.,Daremne byłoby usiłowanie spać w noc taką.
zatʃɔwɛm sfɔ̃ pratsɛ i zauvaʒɨwɛm ɲʲɛbavɛm ʒɛ zbliʒajɔntsɨ ɕɛ ɛɡzamin tɔ sprava pilna,"Zacząłem swą pracę i zauważyłem niebawem, że zbliżający się egzamin to sprawa pilna.","Zacząłem swoją pracę i zauważyłem niebawem, że zbliżający się egzami to sprawa pilna"
zbjur pʃɛtstavʲaw vartɔɕtɕ paru miljarduf,Zbiór przedstawiał wartość paru miliardów…,Związór przedstawiał wartość paru miliardów
pʃɛmavja s pana sɨn puwnɔtsɨ,Przemawia z pana syn Północy.,Przemawia z pana syn północy.
ɲʲɛvʲɛm jɛdnaɡʒɛ tʃɨ mukw tʃɨtadʑ dalɛj,"Nie wiem jednakże, czy mógł czytać dalej.",Nie wiem jednakże czy mógł czytać dalej.
mʲɛndʑɨ dvɔma mʲastami vɨrus kamjɛnnɨ mur,Między dwoma miastami wyrósł kamienny mur.,Mieć dwoma miastami wyraz kamienny mur.
bɔna lubʲi vɨxɔdʑitɕ ftɛdɨ pʃɨxɔdʑi tutaj marta,"Bona lubi wychodzić, wtedy przychodzi tutaj Marta.",Bona lubi wychodzić wtedy przychodzi tutaj brata.
vɨxɔdʑɔnts puwkɔvɲiɡ zavɔwaw vɛsɔwɔ,"Wychodząc, pułkownik zawołał wesoło.",Wychodząc pułkownik zawołał wesoło.
muvi pan dɔ mɲʲɛ ʒɛtʃɨ taɡ dʑivnɛ i tak mɲʲɛ ɔpxɔdʑɔntsɛ,Mówi pan do mnie rzeczy tak dziwne i tak mnie obchodzące…,Mówi pan do mnie rzeczy tak dziwne i tak mnie obchodzące.
tʃuw ɕɛ jaɡ vɨkɔlɛjɛɲʲɛts,Czuł się jak wykolejeniec…,Czuł się jak wykonaniec.
na pamjɔntkɛ dʑɛvuliŋkɔ spɨtaw dɔmɨɕlɲʲɛ,"Na pamiątkę, dziewulinko? — spytał domyślnie.",Na pamiątkę dziecko spytał domyślnie.
kaʒɛtɕɛ ɔdɛjɕtɕ pɨta ɕɛ matɕuɕ,Każecie odejść? — pyta się Maciuś.,Każecie odejść pyta się Maciuś.
jɛst f tɛj ɲʲɛʃtʃɛɲɕlivɛj tsɔɕ ɲʲɛpɔkɔjɔntsɛɡɔ,Jest w tej nieszczęśliwej coś niepokojącego.,Jest w tej nieszczęśliwej coś niepokojącego.
aɲi ɕladu bulu,Ani śladu bólu.,Ani śladu bulu.
tʃɨ vidʑiʃ tɛ krɔvɨ tam,Czy widzisz te krowy tam?,Czy widzisz te kroky tam?
jutrɔ pujdʑɛmɨ w ɡurɨ,Jutro pójdziemy w góry.,Jutro pójdziemy w góry.
ɲʲɛ jɛstɛm f tɛj xfili nastrɔjɔnɨ tɔvaʒɨskɔ,Nie jestem w tej chwili nastrojony towarzysko.,Nie jestem w tej chwili nastrojony towarzyszko.
matɕuɕ tɕɛkavʲɛ patʃɨ pʃɛs ɔknɔ samɔxɔdu na sfɔjɔ̃ stɔlitsɛ,Maciuś ciekawie patrzy przez okno samochodu na swoją stolicę.,Matciuś ciekawie patrzy przez okno samochodu na swoją stolice.
znam ruʒnɛ dʑɛftʃɛnta alɛ ɲʲɛ spɔtɨkam ix pravʲɛ,"Znam różne dziewczęta, ale nie spotykam ich prawie.","Znam różne dziewczyna, ale nie spotykam ich prawie."
tɨmtʃasɛm vʲɛruʃ ɔtprɔvadʑaw xɔrɔ̃ matɛrjɛ juʃ ku paltsɔm,Tymczasem Wierusz odprowadzał chorą materię już ku palcom.,Tymczasem wieczorz odprowadził horą matrę już ku palcom.
jɛdʑɛmɨ na tɔtʃɔntsɛj ɕɛ f pʃɛstʃɛɲi kuli,Jedziemy na toczącej się w przestrzeni kuli.,Jedziemy na toczącej się w przestrzeni kuli.
tɛn idjɔta lɛkaʒ dɨʒurnɨ mɨɕli ʒɛ bɛndɛ ɔt razu xtɕaw pɔpɛwɲitɕ samɔbujstfɔ,"Ten idiota lekarz dyżurny myśli, że będę od razu chciał popełnić samobójstwo.","Ten iota lekarz dyżurny myśli, że będę od razu chciał popełnić samobójstwo."
zrɛʃtɔ̃ tfaʒɛ ɔbu pɔ zajɕtɕu mɛtamɔrfɔzɨ bɨwɨ zupɛwɲʲɛ ruʒnɛ,Zresztą twarze obu po zajściu metamorfozy były zupełnie różne.,Zresztą twarzę obu po zajścia meteorology były zupełnie różne
bɛɲdʑɛ tɔ buɡ vɔjnɨ zjavʲajɔntsɨ ɕɛ pɔfturɲʲɛ,"Będzie to bóg wojny, zjawiający się powtórnie.","Będzie to punkt wojny, zjawiający się powtórnie"
zvwaʃtʃa w dʑɛdʑiɲʲɛ matɛmatɨki,Zwłaszcza w dziedzinie matematyki.,Zwłoczna w dziedzinie matematyki
za ʃɨbɔ̃ tɕɔŋɡnɛwɨ ɕɛ ʒɛndɨ rɛɡawuf s kɕɔ̃ʃkami,Za szybą ciągnęły się rzędy regałów z książkami.,Za siebie ciągnęły się rzeky regułów z książkami.
buʒa tɔtʃɨ ɕɛ nat nami,Burza toczy się nad nami.,Buża toczy się nad nami.
vʲɛdʑɔ̃ ɔtɨm tɕi ktuʒɨ zatʃɛli ɡɔ xɔdʑbɨ z lɛkka naduʒɨvatɕ,"Wiedzą o tym ci, którzy zaczęli go choćby z lekka nadużywać.","Wiedzą o tym ci, którzy zaczęli go chodźby z lekka nadużywać."
fʃɨstsɨ z jɛdnɔtʃɛsnɨm pɔɕpʲɛxɛm ruʃɨli z mʲɛjstsa i dɔbjɛʒafʃɨ dɔ strumjɛɲʲa pʃɨstanɛli,"Wszyscy z jednoczesnym pośpiechem ruszyli z miejsca i dobieżawszy do strumienia, przystanęli.",Wszyscy z jednoczesnym pośpiechem ruszyli z miejsca i dobierawszy do strumenia przystanęli.
f tsɔ xtsɛʃ,W co chcesz.,W co chcesz?
bardʑɔ mi pʃɨkrɔ ʒɛ ludʑɛ pʃɛzɛmɲʲɛ tɕɛrpjɔ̃,"Bardzo mi przykro, że ludzie przeze mnie cierpią.","Bardzo mi przykro, że ludzie przeze mnie cierpią."
tsɔɔ w jaki spɔsub vʲɛdʑawaɕ,Coo? W jaki sposób wiedziałaś?,"Coo, w jaki sposób wiedziałaś?"
ftɛdɨ rɔbʲiwɨ ɕɛ ɲʲɛbjɛskʲɛ,Wtedy robiły się niebieskie.,Wtedy robiły się niebieskie.
dwuɡɔ ɲʲɛ rɔzmavʲawɨɕmɨ a tɨlkɔ tɨlɛ maʒ dɔ pɔvʲɛdʑɛɲʲa,"Długo nie rozmawiałyśmy, a tylko tyle masz do powiedzenia?","Długo nie rozmawiałyśmy, a tylko tyle masz do powiedzenia"
i dlatɛɡɔ spuʑɲiwɛɕ ɕɛ ftɛdɨ janɛk patʃɨw ɲʲɛbjɛskimi ɲʲɛvinnɨmi ɔtʃami,"I dlatego spóźniłeś się wtedy? Janek patrzył niebieskimi, niewinnymi oczami.",I dlatego spóźniłeś się wtedy Janek patrzył niebinymi niewinnymi oczami.
albɔ w usta albɔ tak tɕɛ pʃɨtɕiɕɲʲɛ ʒɛ ʒɛbra bɔlɔ̃,"Albo w usta, albo tak cię przyciśnie, że żebra bolą.","Albo w usta, albo tak cię przyciśnie, że żebra bolaną."
vʲɛtʃɔrɛm vʒut pɛŋkw sam bɛs pʃɛtɕinaɲʲa,Wieczorem wrzód pękł sam bez przecinania.,Wieczorem wrzut pękł sam bez przeciwnika.
